SID,SEASON,BASIN,ISO_TIME,USA_LAT,USA_LON,USA_WIND,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW
1970220N14342,1970,NA,1970-08-07T12:00:00Z,14,-18.5,25,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-07T15:00:00Z,14,-19,25,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-07T18:00:00Z,14,-19.5,25,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-07T21:00:00Z,14,-20,25,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T00:00:00Z,14,-20.5,25,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T03:00:00Z,14,-21,28,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T06:00:00Z,14,-21.5,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T09:00:00Z,14,-22,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T12:00:00Z,14,-22.5,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T15:00:00Z,14,-23.1,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T18:00:00Z,14,-23.7,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-08T21:00:00Z,14,-24.3,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T00:00:00Z,14,-25,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T03:00:00Z,14,-25.7,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T06:00:00Z,14,-26.5,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T09:00:00Z,14,-27.3,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T12:00:00Z,14,-28.1,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T15:00:00Z,14,-29,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T18:00:00Z,13.9,-30,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-09T21:00:00Z,13.8,-31,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T00:00:00Z,13.8,-32,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T03:00:00Z,13.8,-33,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T06:00:00Z,13.7,-33.9,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T09:00:00Z,13.6,-34.8,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T12:00:00Z,13.5,-35.7,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T15:00:00Z,13.4,-36.6,33,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T18:00:00Z,13.3,-37.5,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-10T21:00:00Z,13.2,-38.5,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T00:00:00Z,13.2,-39.5,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T03:00:00Z,13.3,-40.5,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T06:00:00Z,13.4,-41.5,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T09:00:00Z,13.5,-42.6,38,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T12:00:00Z,13.7,-43.7,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T15:00:00Z,13.8,-44.9,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T18:00:00Z,13.9,-46,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-11T21:00:00Z,14,-47.1,38,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T00:00:00Z,14,-48.2,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T03:00:00Z,14,-49.3,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T06:00:00Z,14,-50.4,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T09:00:00Z,14,-51.5,33,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T12:00:00Z,14,-52.6,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T15:00:00Z,14,-53.7,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T18:00:00Z,14,-54.7,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-12T21:00:00Z,14.1,-55.6,33,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T00:00:00Z,14.3,-56.5,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T03:00:00Z,14.7,-57.3,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T06:00:00Z,15.3,-58,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T09:00:00Z,16,-58.7,48,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T12:00:00Z,16.7,-59.5,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T15:00:00Z,17.5,-60.4,53,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T18:00:00Z,18.2,-61.3,55,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-13T21:00:00Z,18.9,-62.3,55,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T00:00:00Z,19.5,-63.3,55,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T03:00:00Z,20,-64.3,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T06:00:00Z,20.5,-65.3,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T09:00:00Z,21,-66.4,43,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T12:00:00Z,21.5,-67.5,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T15:00:00Z,22,-68.8,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T18:00:00Z,22.5,-70,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-14T21:00:00Z,23.1,-71.2,38,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T00:00:00Z,23.8,-72.2,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T03:00:00Z,24.6,-73.2,33,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T06:00:00Z,25.5,-74,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T09:00:00Z,26.3,-74.8,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T12:00:00Z,27,-75.5,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T15:00:00Z,27.5,-76.2,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T18:00:00Z,27.9,-76.8,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-15T21:00:00Z,28.3,-77.4,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T00:00:00Z,28.6,-77.9,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T03:00:00Z,28.9,-78.3,33,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T06:00:00Z,29.3,-78.5,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T09:00:00Z,29.6,-78.6,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T12:00:00Z,30,-78.7,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T15:00:00Z,30.5,-78.7,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T18:00:00Z,31,-78.7,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-16T21:00:00Z,31.6,-78.7,38,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T00:00:00Z,32.2,-78.5,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T03:00:00Z,32.8,-78.2,43,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T06:00:00Z,33.5,-77.8,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T09:00:00Z,34.3,-77.1,48,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T11:00:00Z,34.7,-76.7,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T12:00:00Z,34.8,-76.6,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T15:00:00Z,35.2,-76,53,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T17:00:00Z,35.6,-75.5,55,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T18:00:00Z,35.8,-75.2,55,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-17T21:00:00Z,36.6,-74,58,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T00:00:00Z,37.5,-72.5,60,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T03:00:00Z,38.4,-71.1,63,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T06:00:00Z,39.3,-69.3,65,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T09:00:00Z,40.3,-67,68,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T12:00:00Z,41.3,-64.3,70,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T15:00:00Z,41.9,-61.3,70,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T18:00:00Z,42.5,-58.5,70,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-18T21:00:00Z,43.5,-56,68,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T00:00:00Z,44.5,-54,65,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T03:00:00Z,45.3,-52.8,63,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T06:00:00Z,46,-52,60,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T09:00:00Z,46.8,-51.2,58,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T12:00:00Z,47.5,-50.5,55,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T15:00:00Z,47.9,-50,53,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T18:00:00Z,48.2,-49.5,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-19T21:00:00Z,48.4,-49,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T00:00:00Z,48.5,-48.6,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T03:00:00Z,48.4,-48.2,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T06:00:00Z,48.2,-47.8,50,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T09:00:00Z,47.9,-47.6,48,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T12:00:00Z,47.5,-47.5,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T15:00:00Z,47.1,-47.7,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T18:00:00Z,46.7,-48,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-20T21:00:00Z,46.3,-48.3,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T00:00:00Z,46,-48.5,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T03:00:00Z,45.7,-48.5,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T06:00:00Z,45.4,-48.2,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T09:00:00Z,45.2,-47.7,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T12:00:00Z,45.2,-47.1,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T15:00:00Z,45.2,-46.5,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T18:00:00Z,45.4,-45.9,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-21T21:00:00Z,45.7,-45.2,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T00:00:00Z,46,-44.5,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T03:00:00Z,46.3,-43.8,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T06:00:00Z,46.7,-43,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T09:00:00Z,47.2,-41.8,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T12:00:00Z,47.7,-40.5,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T15:00:00Z,48.2,-39.3,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T18:00:00Z,48.6,-38,45,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-22T21:00:00Z,49,-36.7,43,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T00:00:00Z,49.2,-35.3,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T03:00:00Z,49.3,-33.9,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T06:00:00Z,49.2,-32.5,40,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T09:00:00Z,48.9,-31.2,38,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T12:00:00Z,48.5,-30,35,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T15:00:00Z,48,-28.9,33,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T18:00:00Z,47.5,-28,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-23T21:00:00Z,47,-27.1,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-24T00:00:00Z,46.5,-26.4,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-24T03:00:00Z,46.2,-25.7,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-24T06:00:00Z,46,-25.1,30,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-24T09:00:00Z,45.8,-24.5,28,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-24T12:00:00Z,45.7,-24,25,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-24T15:00:00Z,45.6,-23.5,25,NA,NA,NA,NA
1970220N14342,1970,NA,1970-08-24T18:00:00Z,45.5,-23,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-11T06:00:00Z,19,-20,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-11T09:00:00Z,19,-20.5,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-11T12:00:00Z,19,-21,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-11T15:00:00Z,19,-21.6,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-11T18:00:00Z,19,-22.2,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-11T21:00:00Z,19,-22.8,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T00:00:00Z,19,-23.5,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T03:00:00Z,19,-24.2,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T06:00:00Z,19,-24.8,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T09:00:00Z,19,-25.4,28,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T12:00:00Z,19,-26,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T15:00:00Z,19,-26.7,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T18:00:00Z,19,-27.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-12T21:00:00Z,19,-28.3,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T00:00:00Z,19,-29,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T03:00:00Z,19,-29.7,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T06:00:00Z,19,-30.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T09:00:00Z,19,-31.2,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T12:00:00Z,18.9,-32,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T15:00:00Z,18.8,-32.8,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T18:00:00Z,18.7,-33.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-13T21:00:00Z,18.6,-34.2,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T00:00:00Z,18.5,-35,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T03:00:00Z,18.3,-35.8,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T06:00:00Z,18.2,-36.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T09:00:00Z,18.1,-37.3,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T12:00:00Z,18,-38,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T15:00:00Z,18,-38.7,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T18:00:00Z,18,-39.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-14T21:00:00Z,18,-40.3,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T00:00:00Z,18,-41,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T03:00:00Z,18,-41.8,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T06:00:00Z,18,-42.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T09:00:00Z,18,-43.2,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T12:00:00Z,18,-44,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T15:00:00Z,18,-45,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T18:00:00Z,18,-46,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-15T21:00:00Z,18,-47,28,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T00:00:00Z,18,-48,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T03:00:00Z,18,-49,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T06:00:00Z,18,-50,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T09:00:00Z,18.1,-51,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T12:00:00Z,18.2,-52,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T15:00:00Z,18.3,-52.8,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T18:00:00Z,18.5,-53.5,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-16T21:00:00Z,18.7,-54.3,28,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T00:00:00Z,19,-55,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T03:00:00Z,19.2,-55.8,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T06:00:00Z,19.5,-56.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T09:00:00Z,19.7,-57.3,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T12:00:00Z,20,-58,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T15:00:00Z,20.2,-58.8,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T18:00:00Z,20.5,-59.5,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-17T21:00:00Z,20.7,-60.2,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-18T00:00:00Z,21,-61,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-18T03:00:00Z,21.3,-61.8,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-18T06:00:00Z,21.7,-62.7,30,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-18T09:00:00Z,22.2,-63.5,28,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-18T12:00:00Z,22.8,-64.3,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-18T15:00:00Z,23.5,-65,25,NA,NA,NA,NA
1970223N19340,1970,NA,1970-08-18T18:00:00Z,24.3,-65.6,25,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T00:00:00Z,11.5,-44.3,25,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T03:00:00Z,11.7,-45.1,25,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T06:00:00Z,11.8,-45.9,25,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T09:00:00Z,11.9,-46.7,28,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T12:00:00Z,12.1,-47.5,30,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T15:00:00Z,12.2,-48.3,33,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T18:00:00Z,12.4,-49.1,35,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-18T21:00:00Z,12.6,-49.9,38,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T00:00:00Z,12.8,-50.7,40,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T03:00:00Z,13,-51.5,43,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T06:00:00Z,13.1,-52.2,45,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T09:00:00Z,13.2,-53,48,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T12:00:00Z,13.3,-53.7,50,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T15:00:00Z,13.4,-54.4,50,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T18:00:00Z,13.5,-55.1,50,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-19T21:00:00Z,13.6,-55.8,50,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T00:00:00Z,13.7,-56.5,50,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T03:00:00Z,13.7,-57.2,55,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T06:00:00Z,13.8,-58,60,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T09:00:00Z,13.9,-58.8,60,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T12:00:00Z,14.1,-59.5,60,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T15:00:00Z,14.3,-60.1,60,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T18:00:00Z,14.5,-60.6,60,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T19:00:00Z,14.5,-60.8,60,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-20T21:00:00Z,14.6,-61.2,58,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T00:00:00Z,14.7,-62,55,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T03:00:00Z,14.8,-62.8,53,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T06:00:00Z,14.8,-63.5,50,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T09:00:00Z,14.9,-64.2,45,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T12:00:00Z,15,-64.8,40,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T15:00:00Z,15.1,-65.4,40,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T18:00:00Z,15.2,-66,40,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-21T21:00:00Z,15.3,-66.6,38,NA,NA,NA,NA
1970230N12316,1970,NA,1970-08-22T00:00:00Z,15.4,-67.2,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-03T12:00:00Z,17.4,-44,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-03T15:00:00Z,17.7,-44.2,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-03T18:00:00Z,18.1,-44.3,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-03T21:00:00Z,18.5,-44.4,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T00:00:00Z,18.8,-44.5,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T03:00:00Z,19.1,-44.6,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T06:00:00Z,19.4,-44.6,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T09:00:00Z,19.7,-44.6,28,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T12:00:00Z,20,-44.6,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T15:00:00Z,20.3,-44.5,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T18:00:00Z,20.5,-44.3,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-04T21:00:00Z,20.7,-44.1,33,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T00:00:00Z,20.9,-44,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T03:00:00Z,21.1,-43.8,38,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T06:00:00Z,21.3,-43.7,40,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T09:00:00Z,21.5,-43.6,40,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T12:00:00Z,21.8,-43.5,40,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T15:00:00Z,22,-43.5,40,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T18:00:00Z,22.3,-43.6,40,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-05T21:00:00Z,22.6,-43.7,38,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T00:00:00Z,22.8,-43.9,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T03:00:00Z,22.9,-44,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T06:00:00Z,22.9,-44.2,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T09:00:00Z,22.8,-44.4,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T12:00:00Z,22.7,-44.6,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T15:00:00Z,22.5,-44.8,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T18:00:00Z,22.3,-45,35,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-06T21:00:00Z,22.1,-45.2,33,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T00:00:00Z,22,-45.5,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T03:00:00Z,21.9,-45.8,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T06:00:00Z,21.8,-46.1,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T09:00:00Z,21.7,-46.4,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T12:00:00Z,21.6,-46.7,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T15:00:00Z,21.5,-47,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T18:00:00Z,21.4,-47.3,30,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-07T21:00:00Z,21.3,-47.6,28,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-08T00:00:00Z,21.2,-47.9,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-08T03:00:00Z,21.1,-48.2,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-08T06:00:00Z,21,-48.5,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-08T09:00:00Z,20.9,-48.8,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-08T12:00:00Z,20.8,-49.1,25,NA,NA,NA,NA
1970247N17316,1970,NA,1970-09-08T15:00:00Z,20.7,-49.4,25,NA,NA,NA,NA
