SID,SEASON,BASIN,ISO_TIME,USA_LAT,USA_LON,USA_WIND,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW
1998236N13326,1998,NA,1998-09-03T21:00:00Z,44.8,-50.3,65,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T00:00:00Z,44.8,-48.5,65,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T03:00:00Z,44.9,-46.3,63,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T06:00:00Z,44.9,-44,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T09:00:00Z,44.9,-42.2,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T12:00:00Z,45,-40.5,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T15:00:00Z,45.1,-38.8,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T18:00:00Z,45.3,-37,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-04T21:00:00Z,45.6,-35.1,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T00:00:00Z,45.9,-33,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T03:00:00Z,46.2,-30.4,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T06:00:00Z,46.5,-28,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T09:00:00Z,46.7,-26.3,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T12:00:00Z,47,-25,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T15:00:00Z,47.4,-23.5,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T18:00:00Z,48,-22,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-05T21:00:00Z,49,-20.4,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T00:00:00Z,50,-19,60,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T03:00:00Z,50.8,-18.3,58,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T06:00:00Z,51.5,-18,55,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T09:00:00Z,52.2,-17.5,55,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T12:00:00Z,52.8,-17.1,55,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T15:00:00Z,53.1,-16.9,55,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T18:00:00Z,53.3,-16.7,55,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-06T21:00:00Z,53.5,-16.4,53,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T00:00:00Z,53.8,-16.2,50,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T03:00:00Z,54.1,-16.1,48,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T06:00:00Z,54.5,-16,45,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T09:00:00Z,54.7,-15.6,43,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T12:00:00Z,55,-15,40,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T15:00:00Z,55.4,-14.5,38,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T18:00:00Z,55.8,-14,35,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-07T21:00:00Z,56.1,-13.6,33,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-08T00:00:00Z,56.4,-13.1,30,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-08T03:00:00Z,56.7,-12.6,30,NA,NA,NA,NA
1998236N13326,1998,NA,1998-09-08T06:00:00Z,57,-12,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-15T12:00:00Z,9.7,-25.1,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-15T15:00:00Z,9.7,-25.8,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-15T18:00:00Z,9.8,-26.5,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-15T21:00:00Z,9.9,-27.3,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T00:00:00Z,10,-28.1,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T03:00:00Z,10.1,-28.9,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T06:00:00Z,10.3,-29.7,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T09:00:00Z,10.4,-30.5,33,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T12:00:00Z,10.6,-31.3,35,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T15:00:00Z,10.8,-32.1,35,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T18:00:00Z,11,-32.9,35,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-16T21:00:00Z,11.1,-33.7,40,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T00:00:00Z,11.3,-34.6,45,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T03:00:00Z,11.5,-35.4,48,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T06:00:00Z,11.7,-36.3,50,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T09:00:00Z,11.9,-37.2,53,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T12:00:00Z,12,-38.1,55,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T15:00:00Z,12.2,-39,60,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T18:00:00Z,12.3,-40,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-17T21:00:00Z,12.4,-41,68,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T00:00:00Z,12.5,-42,70,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T03:00:00Z,12.6,-43,75,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T06:00:00Z,12.8,-43.9,80,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T09:00:00Z,12.9,-44.8,83,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T12:00:00Z,13.1,-45.7,85,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T15:00:00Z,13.3,-46.6,88,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T18:00:00Z,13.5,-47.4,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-18T21:00:00Z,13.7,-48.2,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T00:00:00Z,13.9,-49,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T03:00:00Z,14.1,-49.8,93,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T06:00:00Z,14.4,-50.6,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T09:00:00Z,14.6,-51.3,103,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T12:00:00Z,14.9,-52,110,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T15:00:00Z,15.2,-52.7,118,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T18:00:00Z,15.4,-53.5,125,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-19T21:00:00Z,15.6,-54.2,128,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T00:00:00Z,15.7,-54.9,130,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T03:00:00Z,15.9,-55.6,133,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T06:00:00Z,16,-56.3,135,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T09:00:00Z,16.1,-57,133,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T12:00:00Z,16.2,-57.7,130,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T15:00:00Z,16.3,-58.5,123,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T18:00:00Z,16.4,-59.2,115,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-20T21:00:00Z,16.5,-59.9,108,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T00:00:00Z,16.7,-60.6,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T03:00:00Z,16.9,-61.3,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T04:30:00Z,17,-61.7,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T06:00:00Z,17.1,-62.1,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T08:00:00Z,17.2,-62.6,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T09:00:00Z,17.2,-62.9,99,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T12:00:00Z,17.4,-63.6,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T15:00:00Z,17.6,-64.3,93,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T18:00:00Z,17.8,-65,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T21:00:00Z,18,-65.6,97,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-21T22:00:00Z,18.1,-65.8,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T00:00:00Z,18.2,-66.3,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T03:00:00Z,18.1,-66.9,93,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T06:00:00Z,18,-67.4,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T09:00:00Z,18.1,-67.8,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T12:00:00Z,18.2,-68.5,105,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T12:30:00Z,18.2,-68.7,105,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T15:00:00Z,18.3,-69.3,100,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T18:00:00Z,18.6,-69.7,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-22T21:00:00Z,18.7,-70.2,83,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T00:00:00Z,18.8,-70.8,70,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T03:00:00Z,18.9,-71.4,68,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T06:00:00Z,19,-72.1,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T09:00:00Z,19.1,-72.7,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T12:00:00Z,19.3,-73.3,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T15:00:00Z,19.5,-73.9,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T18:00:00Z,19.8,-74.3,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T21:00:00Z,20,-74.5,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-23T21:30:00Z,20.1,-74.5,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T00:00:00Z,20.5,-74.9,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T03:00:00Z,20.7,-75.4,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T06:00:00Z,20.8,-76,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T09:00:00Z,21,-76.6,68,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T12:00:00Z,21.3,-77.2,70,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T15:00:00Z,21.6,-77.6,73,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T18:00:00Z,21.9,-78,75,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-24T21:00:00Z,22.3,-78.5,78,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T00:00:00Z,22.7,-79,80,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T03:00:00Z,23.1,-79.6,83,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T06:00:00Z,23.4,-80.2,85,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T09:00:00Z,23.6,-80.8,88,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T12:00:00Z,23.9,-81.3,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T15:00:00Z,24.4,-81.7,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T15:30:00Z,24.5,-81.8,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T18:00:00Z,24.6,-82.4,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-25T21:00:00Z,24.7,-82.9,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T00:00:00Z,24.8,-83.3,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T03:00:00Z,25,-83.8,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T06:00:00Z,25.2,-84.2,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T09:00:00Z,25.4,-84.7,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T12:00:00Z,25.7,-85.1,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T15:00:00Z,25.9,-85.5,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T18:00:00Z,26.2,-85.9,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-26T21:00:00Z,26.6,-86.2,93,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T00:00:00Z,27,-86.5,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T03:00:00Z,27.3,-86.9,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T06:00:00Z,27.6,-87.2,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T09:00:00Z,27.9,-87.5,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T12:00:00Z,28.2,-87.8,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T15:00:00Z,28.5,-88.1,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T18:00:00Z,28.8,-88.3,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-27T21:00:00Z,29.1,-88.4,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T00:00:00Z,29.3,-88.5,95,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T03:00:00Z,29.5,-88.6,93,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T06:00:00Z,29.8,-88.7,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T09:00:00Z,30.2,-88.8,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T11:30:00Z,30.4,-88.9,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T12:00:00Z,30.4,-88.9,90,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T15:00:00Z,30.5,-88.9,78,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T18:00:00Z,30.6,-88.9,65,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-28T21:00:00Z,30.6,-89,58,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T00:00:00Z,30.6,-89,50,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T03:00:00Z,30.6,-88.7,45,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T06:00:00Z,30.6,-88.4,40,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T09:00:00Z,30.8,-88.3,35,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T12:00:00Z,31,-88.1,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T15:00:00Z,31,-87.8,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T18:00:00Z,30.9,-87.5,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-29T21:00:00Z,30.8,-87.2,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T00:00:00Z,30.8,-86.9,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T03:00:00Z,30.7,-86.6,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T06:00:00Z,30.7,-86.3,30,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T09:00:00Z,30.7,-85.9,28,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T12:00:00Z,30.7,-85.4,25,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T15:00:00Z,30.7,-84.8,25,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T18:00:00Z,30.6,-84.2,25,NA,NA,NA,NA
1998259N10335,1998,NA,1998-09-30T21:00:00Z,30.5,-83.6,25,NA,NA,NA,NA
1998259N10335,1998,NA,1998-10-01T00:00:00Z,30.5,-83,25,NA,NA,NA,NA
1998259N10335,1998,NA,1998-10-01T03:00:00Z,30.5,-82.4,23,NA,NA,NA,NA
1998259N10335,1998,NA,1998-10-01T06:00:00Z,30.5,-81.8,20,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-24T06:00:00Z,11.5,-53.6,30,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-24T09:00:00Z,11.5,-53.7,33,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-24T12:00:00Z,11.5,-53.8,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-24T15:00:00Z,11.5,-53.9,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-24T18:00:00Z,11.6,-53.9,45,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-24T21:00:00Z,11.8,-53.9,45,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T00:00:00Z,12.1,-53.9,45,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T03:00:00Z,12.4,-54,43,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T06:00:00Z,12.6,-54.2,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T09:00:00Z,12.7,-54.5,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T12:00:00Z,12.8,-54.8,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T15:00:00Z,13,-55,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T18:00:00Z,13.2,-55.2,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-25T21:00:00Z,13.5,-55.4,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T00:00:00Z,13.8,-55.7,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T03:00:00Z,14,-56,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T06:00:00Z,14.3,-56.2,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T09:00:00Z,14.6,-56.4,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T12:00:00Z,15,-56.6,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T15:00:00Z,15.4,-56.8,38,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T18:00:00Z,15.8,-57,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-26T21:00:00Z,16.4,-57.1,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T00:00:00Z,17,-57.1,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T03:00:00Z,17.5,-57.1,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T06:00:00Z,18,-57,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T09:00:00Z,18.5,-57,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T12:00:00Z,19,-57,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T15:00:00Z,19.5,-57,38,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T18:00:00Z,20,-57,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-27T21:00:00Z,20.5,-56.8,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-28T00:00:00Z,21.1,-56.6,40,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-28T03:00:00Z,21.7,-56.6,38,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-28T06:00:00Z,22.4,-56.7,35,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-28T09:00:00Z,23.1,-56.7,33,NA,NA,NA,NA
1999236N12306,1999,NA,1999-08-28T12:00:00Z,23.8,-56.7,30,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T00:00:00Z,21.5,-67.7,30,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T03:00:00Z,21.8,-68.3,30,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T06:00:00Z,22,-68.9,30,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T09:00:00Z,22.2,-69.5,33,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T12:00:00Z,22.4,-70,35,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T15:00:00Z,22.6,-70.5,38,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T18:00:00Z,22.7,-70.9,40,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-24T21:00:00Z,22.8,-71.2,40,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T00:00:00Z,22.8,-71.5,40,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T03:00:00Z,22.9,-71.7,40,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T06:00:00Z,23,-71.9,40,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T09:00:00Z,23.1,-72,43,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T12:00:00Z,23.2,-72.1,45,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T15:00:00Z,23.3,-72.2,50,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T18:00:00Z,23.4,-72.3,55,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-25T21:00:00Z,23.5,-72.4,58,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T00:00:00Z,23.6,-72.5,60,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T03:00:00Z,23.7,-72.8,63,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T06:00:00Z,23.8,-73.1,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T09:00:00Z,23.9,-73.4,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T12:00:00Z,24.1,-73.6,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T15:00:00Z,24.2,-73.8,68,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T18:00:00Z,24.4,-74,70,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-26T21:00:00Z,24.6,-74.2,68,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T00:00:00Z,24.8,-74.4,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T03:00:00Z,25,-74.7,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T06:00:00Z,25.2,-75,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T09:00:00Z,25.4,-75.3,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T12:00:00Z,25.6,-75.5,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T15:00:00Z,25.8,-75.7,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T18:00:00Z,25.9,-75.9,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-27T21:00:00Z,26,-76,68,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T00:00:00Z,26.1,-76.2,70,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T03:00:00Z,26.3,-76.4,73,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T06:00:00Z,26.5,-76.7,75,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T07:00:00Z,26.6,-76.8,75,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T09:00:00Z,26.8,-76.9,79,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T12:00:00Z,27.1,-77,85,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T15:00:00Z,27.4,-77.1,88,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T18:00:00Z,27.7,-77.3,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-28T21:00:00Z,28,-77.5,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T00:00:00Z,28.3,-77.7,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T03:00:00Z,28.6,-77.8,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T06:00:00Z,29,-77.9,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T09:00:00Z,29.4,-78.2,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T12:00:00Z,29.9,-78.4,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T15:00:00Z,30.3,-78.5,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T18:00:00Z,30.8,-78.4,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-29T21:00:00Z,31.3,-78.3,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T00:00:00Z,31.9,-78.1,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T03:00:00Z,32.4,-77.9,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T06:00:00Z,32.8,-77.6,90,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T09:00:00Z,33.2,-77.1,88,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T12:00:00Z,33.6,-76.5,85,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T15:00:00Z,34,-75.7,85,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T18:00:00Z,34.3,-74.8,85,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-30T21:00:00Z,34.6,-74.1,83,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T00:00:00Z,34.9,-73.6,80,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T03:00:00Z,35,-73.2,80,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T06:00:00Z,35.1,-72.9,80,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T09:00:00Z,35.2,-72.8,78,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T12:00:00Z,35.2,-72.8,75,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T15:00:00Z,35.2,-73,73,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T18:00:00Z,35.1,-73.3,70,NA,NA,NA,NA
1999236N22292,1999,NA,1999-08-31T21:00:00Z,35.2,-73.5,65,NA,NA,NA,NA
1999236N22292,1999,NA,1999-09-01T00:00:00Z,35.2,-73.6,60,NA,NA,NA,NA
1999236N22292,1999,NA,1999-09-01T03:00:00Z,35.1,-73.5,58,NA,NA,NA,NA
1999236N22292,1999,NA,1999-09-01T06:00:00Z,35,-73.4,55,NA,NA,NA,NA
1999236N22292,1999,NA,1999-09-01T09:00:00Z,35.2,-73.4,53,NA,NA,NA,NA
1999236N22292,1999,NA,1999-09-01T12:00:00Z,35.4,-73.5,50,NA,NA,NA,NA
1999236N22292,1999,NA,1999-09-01T15:00:00Z,35.5,-73.7,50,NA,NA,NA,NA
